Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4tDa5P1so01pdVc5Ywl6Or,"7y97mc3bZRFXzT2szRM4L4,41YFPXmww0HCdIBjJj0uPs","Chopin: Piano Sonata No. 2 in B-Flat Minor, Op. 35: III. Marche Funèbre","Chopin: Piano Sonata No. 2 - Liszt: Dante Sonata & 3 Petrarch Sonnets","Frédéric Chopin,Aimi Kobayashi",1900,597960,42,spotify:user:extmqycqbstl3w9c5dvw851n0,2021-12-13T19:56:27Z,"classical,early romantic era,polish classical,japanese classical performance,japanese classical piano",0.385,0.00189,1,-28.565,1,0.0487,0.993,0.919,0.0955,0.153,93.131,4
57lZt8awEUA7ULV2YOe4vw,"3T7wt23xNhYheYCCtKKntb","La Valse D'amélie","Mozart Effect","Brain Power Amadeus",2020-03-08,160496,42,spotify:user:extmqycqbstl3w9c5dvw851n0,2021-12-13T19:56:27Z,"",0.229,0.0283,9,-28.143,0,0.0336,0.981,0.853,0.0729,0.0799,169.8,3
3XwL5sEvTzT6yzlFFsQCEl,"7y97mc3bZRFXzT2szRM4L4,0bouHpX4JiuPnIfP2jFxRi","Prelude, Op. 28, No. 4","Labyrinth","Frédéric Chopin,Khatia Buniatishvili",2020-10-09,167440,35,spotify:user:extmqycqbstl3w9c5dvw851n0,2021-12-13T19:56:27Z,"classical,early romantic era,polish classical,caucasian classical piano,classical piano",0.266,0.00275,9,-26.117,0,0.0591,0.995,0.885,0.0698,0.0432,81.877,4
4femsEly2KDon1wgtsPSfK,"7y97mc3bZRFXzT2szRM4L4,0WBFyyZxQ5CeA31cKSmhU2","Nocturne in C minor, B. 108","Chopin: Complete Nocturnes","Frédéric Chopin,Brigitte Engerer",2010-06-22,179066,38,spotify:user:extmqycqbstl3w9c5dvw851n0,2021-12-13T19:56:27Z,"classical,early romantic era,polish classical,classical piano,french classical piano",0.346,0.0132,5,-31.999,0,0.0396,0.993,0.86,0.183,0.122,67.982,4
4obkD1Jz7JcgxKQgcidQ8a,"7y97mc3bZRFXzT2szRM4L4,7Ko3m6zrJJ8yokj3KLJa7I","Impromptu No. 1 in A-Flat Major, Op. 29","Chopin: 4 Ballades - 4 Impromptus","Frédéric Chopin,Amir Katz",2012-03-06,244640,0,spotify:user:extmqycqbstl3w9c5dvw851n0,2021-12-13T19:56:28Z,"classical,early romantic era,polish classical,israeli classical piano",0.21,0.043,8,-28.386,1,0.0395,0.991,0.909,0.102,0.169,70.939,3
0ASO1lZksZauY9nfhBNYj0,"2WJ5Jh2DxFhkyA3xRoq77z","Beethoven - For Elise","Pianissimo","Martin Bloch",2013-12-15,169319,35,spotify:user:extmqycqbstl3w9c5dvw851n0,2021-12-13T19:56:28Z,"calming instrumental",0.288,0.0852,5,-24.357,1,0.0378,0.989,0.914,0.111,0.172,66.59,4
4pTB18dbtjTTCLkybdylX6,"7y97mc3bZRFXzT2szRM4L4,0WBFyyZxQ5CeA31cKSmhU2","3 Nocturnes, Op. 9: I. Larghetto","Chopin: Complete Nocturnes","Frédéric Chopin,Brigitte Engerer",2010-06-22,352800,47,spotify:user:extmqycqbstl3w9c5dvw851n0,2021-12-13T19:56:28Z,"classical,early romantic era,polish classical,classical piano,french classical piano",0.34,0.0108,10,-29.025,0,0.0382,0.992,0.897,0.0888,0.0411,73.762,4
0HN6rwcaXi6rqM87RkoBb8,"3T7wt23xNhYheYCCtKKntb","Nocturne in C Sharp Minor","Mozart Effect","Brain Power Amadeus",2020-03-08,162725,36,spotify:user:extmqycqbstl3w9c5dvw851n0,2021-12-13T19:56:28Z,"",0.251,0.0146,9,-33.3,1,0.0405,0.973,0.907,0.0982,0.139,120.128,1
1bT6EuKO7eTU4KVWLhrVrv,"5dRU7EyZhCaSBDHBBNwXOa","La valse d'Amélie","Amélie Soundtrack Piano","Miguel Surfeur",2020-09-23,148148,29,spotify:user:extmqycqbstl3w9c5dvw851n0,2021-12-13T19:56:29Z,"",0.182,0.0586,0,-27.258,1,0.0503,0.974,0.899,0.0595,0.0778,175.629,3
23FTbX8itC4H9SxYiUFP3v,"4NJhFmfw43RLBLjQvxDuRS,5Cy6BjgpzVTTP4FURizqmQ","Violin Sonata No. 22 in A Major, K. 305: I. Allegro di molto","Mozart: Violin Concertos Nos. 3, 4 & Violin Sonata No. 22","Wolfgang Amadeus Mozart,Ray Chen",2014-01-13,310720,45,spotify:user:extmqycqbstl3w9c5dvw851n0,2021-12-21T00:26:13Z,"classical,classical era,taiwan classical performance,violin",0.43,0.103,4,-23.738,1,0.0514,0.973,0.673,0.141,0.63,152.591,4
